time_seconds,detector_response,trigger
-0.0170000,0.000000000000,0
-0.0165000,0.000000000000,0
-0.0160000,0.000000000000,0
-0.0155000,0.000000000000,0
-0.0150000,0.000000000000,0
-0.0145000,0.000000000000,0
-0.0140000,0.000000000000,0
-0.0135000,0.000000000000,0
-0.0130000,0.000000000000,0
-0.0125000,0.000000000000,0
-0.0120000,0.000000000000,0
-0.0115000,0.000000000000,0
-0.0110000,0.000000000000,0
-0.0105000,0.000000000000,0
-0.0100000,0.000000000000,0
-0.0095000,0.000000000000,0
-0.0090000,0.000000000000,0
-0.0085000,0.000000000000,0
-0.0080000,0.000000000000,0
-0.0075000,0.000000000000,0
-0.0070000,0.000000000000,0
-0.0065000,0.000000000000,0
-0.0060000,0.000000000000,0
-0.0055000,0.000000000000,0
-0.0050000,0.000000000000,0
-0.0045000,0.000000000000,0
-0.0040000,0.000000000000,0
-0.0035000,0.000000000000,0
-0.0030000,0.000000000000,0
-0.0025000,0.000000000000,0
-0.0020000,0.000000000000,0
-0.0015000,0.000000000000,0
-0.0010000,0.000000000000,0
-0.0005000,0.000000000000,0
0.0000000,0.000000000000,0
0.0005000,0.000000000000,0
0.0010000,0.000000000000,0
0.0015000,0.000000000000,0
0.0020000,0.000000000000,0
0.0025000,0.000000000000,0
0.0030000,0.000000000000,1
0.0035000,0.003992010656,1
0.0040000,0.007968085163,1
0.0045000,0.011928287138,1
0.0050000,0.015872679945,1
0.0055000,0.019801326693,1
0.0060000,0.023714290242,1
0.0065000,0.027611633199,1
0.0070000,0.031493417921,1
0.0075000,0.035359706517,1
0.0080000,0.039210560848,1
0.0085000,0.043046042527,1
0.0090000,0.046866212922,1
0.0095000,0.050671133157,1
0.0100000,0.054460864110,1
0.0105000,0.058235466416,1
0.0110000,0.061995000469,1
0.0115000,0.065739526423,1
0.0120000,0.069469104189,1
0.0125000,0.073183793441,1
0.0130000,0.076883653613,1
0.0135000,0.080568743905,1
0.0140000,0.084239123277,1
0.0145000,0.087894850455,1
0.0150000,0.091535983931,1
0.0155000,0.095162581964,1
0.0160000,0.098774702579,1
0.0165000,0.102372403570,1
0.0170000,0.105955742500,1
0.0175000,0.109524776703,1
0.0180000,0.113079563283,1
0.0185000,0.116620159117,1
0.0190000,0.120146620855,1
0.0195000,0.123659004921,1
0.0200000,0.127157367511,1
0.0205000,0.130641764601,1
0.0210000,0.134112251941,1
0.0215000,0.137568885058,1
0.0220000,0.141011719259,1
0.0225000,0.144440809629,1
0.0230000,0.147856211034,1
0.0235000,0.151257978120,1
0.0240000,0.154646165315,1
0.0245000,0.158020826832,1
0.0250000,0.161382016663,1
0.0255000,0.164729788589,1
0.0260000,0.168064196173,1
0.0265000,0.171385292767,1
0.0270000,0.174693131508,1
0.0275000,0.177987765322,1
0.0280000,0.181269246922,1
0.0285000,0.184537628813,1
0.0290000,0.187792963288,1
0.0295000,0.191035302434,1
0.0300000,0.194264698127,1
0.0305000,0.197481202038,1
0.0310000,0.200684865631,1
0.0315000,0.203875740165,1
0.0320000,0.207053876693,1
0.0325000,0.210219326067,1
0.0330000,0.213372138933,1
0.0335000,0.216512365737,1
0.0340000,0.219640056722,1
0.0345000,0.222755261931,1
0.0350000,0.225858031208,1
0.0355000,0.228948414196,1
0.0360000,0.232026460343,1
0.0365000,0.235092218897,1
0.0370000,0.238145738910,1
0.0375000,0.241187069239,1
0.0380000,0.244216258544,1
0.0385000,0.247233355294,1
0.0390000,0.250238407761,1
0.0395000,0.253231464027,1
0.0400000,0.256212571980,1
0.0405000,0.259181779318,1
0.0410000,0.262139133549,1
0.0415000,0.265084681991,1
0.0420000,0.268018471772,1
0.0425000,0.270940549832,1
0.0430000,0.273850962926,1
0.0435000,0.276749757620,1
0.0440000,0.279636980295,1
0.0445000,0.282512677146,1
0.0450000,0.285376894184,1
0.0455000,0.288229677237,1
0.0460000,0.291071071950,1
0.0465000,0.293901123786,1
0.0470000,0.296719878024,1
0.0475000,0.299527379765,1
0.0480000,0.302323673929,1
0.0485000,0.305108805257,1
0.0490000,0.307882818311,1
0.0495000,0.310645757476,1
0.0500000,0.313397666958,1
0.0505000,0.316138590788,1
0.0510000,0.318868572820,1
0.0515000,0.321587656736,1
0.0520000,0.324295886039,1
0.0525000,0.326993304063,1
0.0530000,0.329679953964,1
0.0535000,0.332355878731,1
0.0540000,0.335021121178,1
0.0545000,0.337675723948,1
0.0550000,0.340319729516,1
0.0555000,0.342953180185,1
0.0560000,0.345576118091,1
0.0565000,0.348188585201,1
0.0570000,0.350790623315,1
0.0575000,0.353382274065,1
0.0580000,0.355963578917,1
0.0585000,0.358534579173,1
0.0590000,0.361095315968,1
0.0595000,0.363645830275,1
0.0600000,0.366186162901,1
0.0605000,0.368716354493,1
0.0610000,0.371236445533,1
0.0615000,0.373746476342,1
0.0620000,0.376246487082,1
0.0625000,0.378736517753,1
0.0630000,0.381216608194,1
0.0635000,0.383686798088,1
0.0640000,0.386147126957,1
0.0645000,0.388597634168,1
0.0650000,0.391038358927,1
0.0655000,0.393469340287,1
0.0660000,0.395890617144,1
0.0665000,0.398302228238,1
0.0670000,0.400704212154,1
0.0675000,0.403096607326,1
0.0680000,0.405479452030,1
0.0685000,0.407852784393,1
0.0690000,0.410216642387,1
0.0695000,0.412571063835,1
0.0700000,0.414916086408,1
0.0705000,0.417251747626,1
0.0710000,0.419578084859,1
0.0715000,0.421895135329,1
0.0720000,0.424202936110,1
0.0725000,0.426501524124,1
0.0730000,0.428790936151,1
0.0735000,0.431071208821,1
0.0740000,0.433342378618,1
0.0745000,0.435604481881,1
0.0750000,0.437857554803,1
0.0755000,0.440101633435,1
0.0760000,0.442336753680,1
0.0765000,0.444562951302,1
0.0770000,0.446780261919,1
0.0775000,0.448988721009,1
0.0780000,0.451188363906,1
0.0785000,0.453379225805,1
0.0790000,0.455561341761,1
0.0795000,0.457734746686,1
0.0800000,0.459899475356,1
0.0805000,0.462055562405,1
0.0810000,0.464203042333,1
0.0815000,0.466341949497,1
0.0820000,0.468472318121,1
0.0825000,0.470594182291,1
0.0830000,0.472707575957,1
0.0835000,0.474812532933,1
0.0840000,0.476909086897,1
0.0845000,0.478997271397,1
0.0850000,0.481077119841,1
0.0855000,0.483148665508,1
0.0860000,0.485211941543,1
0.0865000,0.487266980958,1
0.0870000,0.489313816634,1
0.0875000,0.491352481320,1
0.0880000,0.493383007634,1
0.0885000,0.495405428066,1
0.0890000,0.497419774975,1
0.0895000,0.499426080588,1
0.0900000,0.501424377009,1
0.0905000,0.503414696209,1
0.0910000,0.505397070033,1
0.0915000,0.507371530200,1
0.0920000,0.509338108301,1
0.0925000,0.511296835801,1
0.0930000,0.513247744040,1
0.0935000,0.515190864233,1
0.0940000,0.517126227469,1
0.0945000,0.519053864714,1
0.0950000,0.520973806811,1
0.0955000,0.522886084479,1
0.0960000,0.524790728314,1
0.0965000,0.526687768790,1
0.0970000,0.528577236261,1
0.0975000,0.530459160957,1
0.0980000,0.532333572990,1
0.0985000,0.534200502350,1
0.0990000,0.536059978908,1
0.0995000,0.537912032416,1
0.1000000,0.539756692507,1
0.1005000,0.541593988695,1
0.1010000,0.543423950377,1
0.1015000,0.545246606832,1
0.1020000,0.547061987223,1
0.1025000,0.548870120597,1
0.1030000,0.550671035883,1
0.1035000,0.552464761896,1
0.1040000,0.554251327335,1
0.1045000,0.556030760786,1
0.1050000,0.557803090720,1
0.1055000,0.559568345494,1
0.1060000,0.561326553352,1
0.1065000,0.563077742426,1
0.1070000,0.564821940734,1
0.1075000,0.566559176183,1
0.1080000,0.568289476571,1
0.1085000,0.570012869581,1
0.1090000,0.571729382787,1
0.1095000,0.573439043655,1
0.1100000,0.575141879538,1
0.1105000,0.576837917682,1
0.1110000,0.578527185224,1
0.1115000,0.580209709192,1
0.1120000,0.581885516506,1
0.1125000,0.583554633980,1
0.1130000,0.585217088318,1
0.1135000,0.586872906122,1
0.1140000,0.588522113883,1
0.1145000,0.590164737989,1
0.1150000,0.591800804722,1
0.1155000,0.593430340259,1
0.1160000,0.595053370673,1
0.1165000,0.596669921933,1
0.1170000,0.598280019902,1
0.1175000,0.599883690344,1
0.1180000,0.601480958915,1
0.1185000,0.603071851174,1
0.1190000,0.604656392574,1
0.1195000,0.606234608468,1
0.1200000,0.607806524106,1
0.1205000,0.609372164641,1
0.1210000,0.610931555123,1
0.1215000,0.612484720501,1
0.1220000,0.614031685626,1
0.1225000,0.615572475250,1
0.1230000,0.617107114025,1
0.1235000,0.618635626506,1
0.1240000,0.620158037149,1
0.1245000,0.621674370312,1
0.1250000,0.623184650257,1
0.1255000,0.624688901149,1
0.1260000,0.626187147055,1
0.1265000,0.627679411947,1
0.1270000,0.629165719702,1
0.1275000,0.630646094100,1
0.1280000,0.632120558829,1
0.1285000,0.633589137478,1
0.1290000,0.635051853546,1
0.1295000,0.636508730435,1
0.1300000,0.637959791457,1
0.1305000,0.639405059827,1
0.1310000,0.640844558671,1
0.1315000,0.642278311020,1
0.1320000,0.643706339814,1
0.1325000,0.645128667902,1
0.1330000,0.646545318041,1
0.1335000,0.647956312898,1
0.1340000,0.649361675048,1
0.1345000,0.650761426978,1
0.1350000,0.652155591083,1
0.1355000,0.653544189670,1
0.1360000,0.654927244957,1
0.1365000,0.656304779072,1
0.1370000,0.657676814056,1
0.1375000,0.659043371862,1
0.1380000,0.660404474355,1
0.1385000,0.661760143312,1
0.1390000,0.663110400424,1
0.1395000,0.664455267296,1
0.1400000,0.665794765444,1
0.1405000,0.667128916302,1
0.1410000,0.668457741215,1
0.1415000,0.669781261445,1
0.1420000,0.671099498168,1
0.1425000,0.672412472476,1
0.1430000,0.673720205377,1
0.1435000,0.675022717794,1
0.1440000,0.676320030567,1
0.1445000,0.677612164455,1
0.1450000,0.678899140129,1
0.1455000,0.680180978184,1
0.1460000,0.681457699127,1
0.1465000,0.682729323386,1
0.1470000,0.683995871308,1
0.1475000,0.685257363157,1
0.1480000,0.686513819117,1
0.1485000,0.687765259292,1
0.1490000,0.689011703704,1
0.1495000,0.690253172297,1
0.1500000,0.691489684934,1
0.1505000,0.692721261399,1
0.1510000,0.693947921398,1
0.1515000,0.695169684557,1
0.1520000,0.696386570424,1
0.1525000,0.697598598471,1
0.1530000,0.698805788088,1
0.1535000,0.700008158591,1
0.1540000,0.701205729219,1
0.1545000,0.702398519132,1
0.1550000,0.703586547415,1
0.1555000,0.704769833076,1
0.1560000,0.705948395048,1
0.1565000,0.707122252189,1
0.1570000,0.708291423279,1
0.1575000,0.709455927026,1
0.1580000,0.710615782061,1
0.1585000,0.711771006943,1
0.1590000,0.712921620154,1
0.1595000,0.714067640106,1
0.1600000,0.715209085133,1
0.1605000,0.716345973500,1
0.1610000,0.717478323397,1
0.1615000,0.718606152940,1
0.1620000,0.719729480176,1
0.1625000,0.720848323078,1
0.1630000,0.721962699547,1
